"기준_년월_코드","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"201602","13574","화곡로_M","23","","1","","","3","","","","","","","","","","","","","",""
"201602","12478","신촌로4길","18","1","1","","","1","","","","","","","","","","","1","","3","5"
"201602","12371","월드컵북로_B","26","","3","","","2","1","1","","","","","","","","","","","",""
"201602","11992","도봉로150길","7","","","","1","1","","","","","","","","","","","","","","1"
"201602","13280","도곡로_E","14","","4","","","1","","","","","","","","","","","","","",""
"201602","13512","조원로_B","3","","","","","","","","","","","","","","","","","","","2"
"201602","12356","양천로_C","17","","","","","2","1","","","","","","","","","","","","",""
"201602","13358","남부순환로_D","11","","","","1","1","","","","","","","","","","","","","",""
"201602","13208","상도로61길","1","","","","","","","","","","","","","","","","","","","1"
"201602","12243","회기로_D","9","","2","","","1","","","","","","","","","","","","","",""
"201602","12228","보문로30길","5","","","","","","","","","","","","","","","","","","","5"
"201602","13457","태봉로","21","","2","","","2","","","","","","","","","","","","","",""
"201602","13327","신사로","14","","","","","1","","","","","","","","","","","","","",""
"201602","12311","자하문로_B","20","","2","","","3","1","","","","","","","1","1","","","","","6"
"201602","12412","능동로_A","8","","","","","","","","","","","","","","","","","","",""
"201602","12917","중앙로32길_C","5","","","","","1","","","","","","","","","","","","","","2"
"201602","13268","보라매로_C","11","","","","","2","","","","","","","","","","","","","","1"
"201602","12187","은평로_B","12","","2","","","1","","","","","","","","","","","","","",""
"201602","13646","답십리로66길","7","1","","","","2","","","","","","","","","","","","","","1"
"201602","12578","와우산로_C","6","","1","","","","","","","","","","","1","","","","","","4"
"201602","12473","와우산로29길","3","","","","","","","","","","","","","1","","","","","","2"
"201602","12612","양재대로_B","11","","1","","2","1","","","","","","","","","","","","","",""
"201602","12335","강서로_A","5","","","","","","","","","","","","","","","","","","","5"
"201602","12205","갈현로_E","20","","","","","4","","","","","","","1","","","","","","",""
"201602","13203","송이로_B","8","","","","","1","1","","","","","","","","","","","","",""
"201602","13260","방배로_B","7","","","","","1","","","","","","","","","","","","","","2"
"201602","12978","백제고분로_A","2","","1","","","","","","","","","","","","","","","","",""
"201602","12045","한천로_A","11","","1","","1","2","","","","","","","","","","","","","",""
"201602","13463","시흥대로_H","6","","","","","2","","","","","","","","","","","","","",""
"201602","11962","상계로","10","","","","","","1","","","","","","","","","","","","","5"
"201602","12523","공항대로41길_B","14","","","","","3","","","","","","","","","","","","","","2"
"201602","12323","통일로_I","9","","","","","","","","","","","","","","","","","","",""
"201602","13300","구로동로28길_B","16","1","2","","","4","","","","","","","","","","","","","","1"
"201602","12325","안암로_D","14","","1","","1","2","","","","","","","","","","","","","","8"
"201602","13109","백제고분로_I","2","","","","","","","","","","","","","","","","","","","1"
"201602","13567","녹사평대로54길","8","","","","","1","","","","","","","","","","","","","","3"
"201602","12010","동일로_I","16","","1","","","2","","","","","","","","","","","","","",""
"201602","12697","올림픽로80길","14","1","","","","3","","","","","","","","","","","","","","1"
"201602","12263","인왕시장길_B","7","","1","","","1","","","","","","","","","","","","","","2"
"201602","13384","남부순환로_K","12","","1","","1","2","","","","","","","","","","","","","","2"
"201602","12057","노해로_C","5","","","","","","","","","","","","","","","","","","",""
"201602","12716","화곡로_H","21","","1","","","1","","","","","","","","","","","","","",""
"201602","13347","난곡로_C","8","","","","","1","","","","","","","","","","","","","",""
"201602","12495","신촌로_C","25","","","","","4","","","","","","","","","","","","","",""
"201602","11963","한글비석로20길_A","1","","","","","","","","","","","","","","","","","","",""
"201602","12563","월드컵로1길","6","","","","","","","","","","","","","1","1","","","","","3"
"201602","12869","올림픽로_J","10","","","","","","","","","","","","","","","","","","",""
"201602","12169","용마산로115길_B","2","","","","","","1","","","","","","","","","","","","",""
"201602","12375","한천로33길","8","","","","","1","","","","","","","","","","","","","","2"
"201602","12153","진흥로_A","17","","1","","","2","","","","","","","1","1","","","","","",""
"201602","12721","화곡로_I","26","","3","","","3","","","","","","","1","","","","","","",""
"201602","12610","광나루로_A","1","","","","","","","","","","","","","","","","","","",""
"201602","12451","장한로24길","1","","","","","","","","","","","","","","","","","","","1"
"201602","12487","왕십리로_C","2","","1","","","","","","","","","","","","","","","","",""
"201602","12094","월계로7길","3","","","","","1","","","","","","","","","","","","","",""
"201602","12815","이태원로_E","5","","1","","","","","","","","","","","","1","","","","",""
"201602","12189","종암로_C","7","","","","","1","","","","","","","","","","","","","",""
"201602","13495","금하로24길","21","","","","","7","","","","","","","","","","","","","","3"
"201602","13035","만양로","11","","","","","3","","","","","","","1","","","","","","","3"
"201602","12306","홍릉로5길","6","","","","","1","","","","","","","","","","","","","","1"
"201602","12466","영화사로_B","12","","","","","1","","","","","","","","","","","","","",""
"201602","13216","대림로_D","13","","1","","","2","","","","","","","","","","","","","","6"
"201602","13594","강서로_M","16","","","","","2","","","","","","","","","","","","","","7"
"201602","12194","동일로_T","21","","1","","1","3","","","","","","","","","","","","","",""
"201602","13591","새말로_B","9","","","","","2","","","","","","","1","","","","","","","3"
"201602","13360","남부순환로_F","16","","","","","5","1","","","","","","","","","","","","","2"
"201602","13359","남부순환로_E","4","","1","","","1","","","","","","","","","","","","","",""
"201602","13113","반포대로_A","12","","1","","","1","","","","","","","","","","","","","",""
"201602","12159","불광로_B","8","","","","","1","","","","","","","","","","","","","","4"
"201602","12903","영등포로_A","5","","","","","1","","","","","","","","","","","","","","3"
"201602","12346","수색로2길","1","","","","","","","","","","","","","","","","","","",""
"201602","12107","연서로_C","20","","","","","2","","","","","","","1","","","","","","",""
"201602","12614","양재대로_C","9","","","","","2","","","","","","","","","","","","","",""
"201602","13617","능동로13길","3","","","","","1","","","","","","","","","","","","","",""
"201602","13559","은평터널로","2","","","","","1","1","","","","","","","","","","","","",""
"201602","13387","디지털로_B","1","","","","","","","","","","","","","","","","","","","1"
"201602","12038","노해로_B","6","","","","","1","","","","","","","","","","","","","",""
"201602","12398","장한로_B","3","","","","","1","","","","","","","","","","","","","","2"
"201602","13174","백제고분로40길","6","","","","","1","1","","","","","","","","","","","","","3"
"201602","13461","강남대로8길","3","","","","","","","","","","","","1","","","","","","",""
"201602","13274","오금로_C","2","1","","","","","","","","","","","1","","","","","","",""
"201602","13396","사당로16길_A","19","","1","","","3","","","","","","","","","","","","","",""
"201602","12846","성내로6길","4","","1","","","","","","","","","","","","","","","","",""
"201602","13431","관악로14길","4","","","","","2","","","","","","","","","","","","","",""
"201602","13284","신대방길","13","","1","","","3","","","","","1","","","","","","","","",""
"201602","13103","가락로28길","3","","","","","1","","","","","","","1","","","","","","",""
"201602","12872","영중로_B","11","","","","","2","1","","","","","","","","","","","","",""
"201602","12781","양평로_F","9","","1","","","2","","","","","","","","","","","","","",""
"201602","12279","명지대길","2","","","","","","1","","","","","","","","","","","","",""
"201602","13001","양재대로72길","4","1","","","","2","","","","","","","","","","","","","",""
"201602","12712","동일로24길","2","","","","","1","","","","","","","","","","","","","",""
"201602","13316","도구로","3","","","","","1","","","","","","","","","","","","","",""
"201602","13152","삼성로64길","6","","","","","1","","","","","","","","2","","","","","","3"
"201602","12504","신촌역로","6","","","","","1","","","","","","","","1","","","","","","3"
"201602","13039","논현로_B","22","1","1","","2","3","","","","","","","","","2","","","","","4"
"201602","12186","종암로_B","8","1","1","","","1","","","","","","","","","","","","","","1"
"201602","12054","한천로140길","7","","1","","","2","","","","","","","","1","","","","","",""
"201602","12340","월드컵북로_A","30","","2","","","6","","","","","","","","","","","","","",""
"201602","13024","흑석로_D","21","","1","","","5","","","","","","","","","","","","","",""
"201602","12149","평창문화로","10","","2","","1","1","","","","","","","2","","","","","","","1"
"201602","13500","금하로_C","13","","","","1","1","","","","","","","","","","","","","","7"
